"name","team","sport","event","year"
"Charles Edward Dvorak","United States","Athletics","Athletics Men's Pole Vault",1904
"Douglas Scott ""Dusty"" Dvorak","United States","Volleyball","Volleyball Men's Volleyball",1984
"Ivan Vasilyevich Dvorny","Soviet Union","Basketball","Basketball Men's Basketball",1972
"Conor James Dwyer","United States","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",2012
"Conor James Dwyer","United States","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",2016
"Jamie Raymond Dwyer","Australia","Hockey","Hockey Men's Hockey",2004
"Aleksandr Igorevich Dyachenko","Russia","Canoeing","Canoeing Men's Kayak Doubles, 200 metres",2012
"Yekaterina Vladimirovna Dyachenko","Russia","Fencing","Fencing Women's Sabre, Team",2016
"Hector Monroe ""Hec"" Dyer","United States","Athletics","Athletics Men's 4 x 100 metres Relay",1932
"Gnter Oskar Dyhrenfurth","Switzerland","Alpinism","Alpinism Mixed Alpinism",1936
"Harriet Pauline ""Hettie"" Dyhrenfurth (Heyman-)","Switzerland","Alpinism","Alpinism Mixed Alpinism",1936
"Vitaliy Fedorovych Dyrdyra","Soviet Union","Sailing","Sailing Mixed Two Person Keelboat",1972
"Rebekah ""Becky"" Dyroen-Lancer","United States","Synchronized Swimming","Synchronized Swimming Women's Team",1996
"Gustaf Peder Wilhelm Dyrssen","Sweden","Modern Pentathlon","Modern Pentathlon Men's Individual",1920
"Rumyana Dimitrova Dzhadzharova-Neykova","Bulgaria","Rowing","Rowing Women's Single Sculls",2008
"Liudmyla Stanislavivna Dzhyhalova","Soviet Union","Athletics","Athletics Women's 4 x 400 metres Relay",1988
"Liudmyla Stanislavivna Dzhyhalova","Unified Team","Athletics","Athletics Women's 4 x 400 metres Relay",1992
"Yuliya Valentynivna Dzhyma","Ukraine","Biathlon","Biathlon Women's 4 x 6 kilometres Relay",2014
"Mirza Domba","Croatia","Handball","Handball Men's Handball",2004
"Edward Patrick Francis ""Eddie"" Eagan","United States","Boxing","Boxing Men's Light-Heavyweight",1920
"Edward Patrick Francis ""Eddie"" Eagan","United States-1","Bobsleigh","Bobsleigh Men's Four",1932
"Athol John ""Joe"" Earl","New Zealand","Rowing","Rowing Men's Coxed Eights",1972
"Peter Easte","Great Britain-1","Shooting","Shooting Men's Trap, Team",1908
"Gladys Shirley Eastlake-Smith (-Lamplough)","Great Britain","Tennis","Tennis Women's Singles, Covered Courts",1908
"Ivan Leclare Eastman","United States","Shooting","Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team",1908
"Ashton James Eaton","United States","Athletics","Athletics Men's Decathlon",2012
"Ashton James Eaton","United States","Athletics","Athletics Men's Decathlon",2016
"Eskild Balschmidt Ebbesen","Denmark","Rowing","Rowing Men's Lightweight Coxless Fours",1996
"Eskild Balschmidt Ebbesen","Denmark","Rowing","Rowing Men's Lightweight Coxless Fours",2004
"Eskild Balschmidt Ebbesen","Denmark","Rowing","Rowing Men's Lightweight Coxless Fours",2008
"Stephan Eberharter","Austria","Alpine Skiing","Alpine Skiing Men's Giant Slalom",2002
"Henrietta Ebert (Dobler-)","East Germany","Rowing","Rowing Women's Coxed Eights",1976
"Thomas Ebert","Denmark","Rowing","Rowing Men's Lightweight Coxless Fours",2004
"Thomas Ebert","Denmark","Rowing","Rowing Men's Lightweight Coxless Fours",2008
"Fernando Echavarri Erasum","Spain","Sailing","Sailing Mixed Multihull",2008
"Tmara Echegoyen Domnguez","Spain","Sailing","Sailing Women's Three Person Keelboat",2012
"Sheila Ann Echols (-Williams, -Gross)","United States","Athletics","Athletics Women's 4 x 100 metres Relay",1988
"Brbel Eckert-Wckel","East Germany","Athletics","Athletics Women's 200 metres",1976
"Brbel Eckert-Wckel","East Germany","Athletics","Athletics Women's 4 x 100 metres Relay",1976
"Brbel Eckert-Wckel","East Germany","Athletics","Athletics Women's 200 metres",1980
"Brbel Eckert-Wckel","East Germany","Athletics","Athletics Women's 4 x 100 metres Relay",1980
"Tiril Kampenhaug Eckhoff","Norway","Biathlon","Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay",2014
"Rudolf Eckstein","Germany","Rowing","Rowing Men's Coxless Fours",1936
"der Francis Carbonera","Brazil","Volleyball","Volleyball Men's Volleyball",2016
"Gertrude Caroline ""Trudy"" Ederle","United States","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay",1924
"David Holmes ""Dave"" Edgar","United States","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay",1972
"Rolf Erik Sren Edling","Sweden","Fencing","Fencing Men's epee, Team",1976
"Johan Viktor Edman","Sweden","Tug-Of-War","Tug-Of-War Men's Tug-Of-War",1912
"Jonas Inge Rikard Edman","Sweden","Shooting","Shooting Men's Small-Bore Rifle, Prone, 50 metres",2000
"Sonja Viola Edstrm-Ruthstrm","Sweden","Cross Country Skiing","Cross Country Skiing Women's 3 x 5 kilometres Relay",1960
"Hugh Robert Arthur Edwards","Great Britain","Rowing","Rowing Men's Coxless Pairs",1932
"Hugh Robert Arthur Edwards","Great Britain","Rowing","Rowing Men's Coxless Fours",1932
"Jonathan David Edwards","Great Britain","Athletics","Athletics Men's Triple Jump",2000
"Kenneth Paine ""Ken"" Edwards","Western Golf Association-1","Golf","Golf Men's Team",1904
"Teresa Edwards","United States","Basketball","Basketball Women's Basketball",1984
"Teresa Edwards","United States","Basketball","Basketball Women's Basketball",1988
"Teresa Edwards","United States","Basketball","Basketball Women's Basketball",1996
"Teresa Edwards","United States","Basketball","Basketball Women's Basketball",2000
"Horst Effertz","Germany","Rowing","Rowing Men's Coxed Fours",1960
"Henry Chandler Egan","Western Golf Association-1","Golf","Golf Men's Team",1904
"Walter Eugene Egan","Western Golf Association-1","Golf","Golf Men's Team",1904
"Krisztina Egerszegi","Hungary","Swimming","Swimming Women's 200 metres Backstroke",1988
"Krisztina Egerszegi","Hungary","Swimming","Swimming Women's 100 metres Backstroke",1992
"Krisztina Egerszegi","Hungary","Swimming","Swimming Women's 200 metres Backstroke",1992
"Krisztina Egerszegi","Hungary","Swimming","Swimming Women's 400 metres Individual Medley",1992
"Krisztina Egerszegi","Hungary","Swimming","Swimming Women's 200 metres Backstroke",1996
"Werner Joseph Egk (Mayer-)","Germany","Art Competitions","Art Competitions Mixed Music, Compositions For Orchestra",1936
"Nathan John Eglington","Australia","Hockey","Hockey Men's Hockey",2004
"Marcus Ehning","Germany","Equestrianism","Equestrianism Mixed Jumping, Team",2000
"Ralf Ehrenbrink","West Germany","Equestrianism","Equestrianism Mixed Three-Day Event, Team",1988
"Anneliese Ehrhardt (Jahns-)","East Germany","Athletics","Athletics Women's 100 metres Hurdles",1972
"Andrea Ehrig-Schne-Mitscherlich","East Germany","Speed Skating","Speed Skating Women's 3,000 metres",1984
"Reinhard Eiben","East Germany","Canoeing","Canoeing Men's Canadian Singles, Slalom",1972
"Armin Eichholz","West Germany","Rowing","Rowing Men's Coxed Eights",1988
"Willi Eichhorn","Germany","Rowing","Rowing Men's Coxless Pairs",1936
"Bernd Eichwurzel","East Germany","Rowing","Rowing Men's Coxed Fours",1988
"Ulrich ""Ulli"" Eicke","West Germany","Canoeing","Canoeing Men's Canadian Singles, 1,000 metres",1984
"Marten Eikelboom","Netherlands","Hockey","Hockey Men's Hockey",2000
"John Wicktor Eke (Jonsson-)","Sweden","Athletics","Athletics Men's Cross-Country, Team",1912
"Eugen Georg Oskar Ekman","Finland","Gymnastics","Gymnastics Men's Pommelled Horse",1960
"Oskar Harald Alexius ""Alex"" Ekstrm","Sweden","Cycling","Cycling Men's Road Race, Team",1912
"Hicham El Guerrouj","Morocco","Athletics","Athletics Men's 1,500 metres",2004
"Hicham El Guerrouj","Morocco","Athletics","Athletics Men's 5,000 metres",2004
"Ahmed Muhammad Boughera El Ouafi","France","Athletics","Athletics Men's Marathon",1928
"Jens Fiedler","Germany","Cycling","Cycling Men's Team Sprint",2004
"Nawal El-Moutawakel (-Bennis)","Morocco","Athletics","Athletics Women's 400 metres Hurdles",1984
"Khadr El-Sayed El-Touni","Egypt","Weightlifting","Weightlifting Men's Middleweight",1936
"James Robert ""Jim"" Elder","Canada","Equestrianism","Equestrianism Mixed Jumping, Team",1968
"Troy Elder","Australia","Hockey","Hockey Men's Hockey",2004
"Ilona Elek-Schacherer (-Hepp)","Hungary","Fencing","Fencing Women's Foil, Individual",1936
"Ilona Elek-Schacherer (-Hepp)","Hungary","Fencing","Fencing Women's Foil, Individual",1948
"Charles Ryves Maxwell Eley","Great Britain","Rowing","Rowing Men's Coxless Fours",1924
"Jovica ""Jovan"" Elezovi","Yugoslavia","Handball","Handball Men's Handball",1984
"Ole Martin Ellefster","Norway","Cross Country Skiing","Cross Country Skiing Men's 50 kilometres",1968
"Ole Martin Ellefster","Norway","Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay",1968
"Walton Glenn Eller, III","United States","Shooting","Shooting Men's Double Trap",2008
"Hans Eller","Germany","Rowing","Rowing Men's Coxed Fours",1932
"Launceston Elliot","Great Britain","Weightlifting","Weightlifting Men's Unlimited, One Hand",1896
"Herbert James ""Herb"" Elliott","Australia","Athletics","Athletics Men's 1,500 metres",1960
"Kathleen ""Kathy"" Ellis (-Landgraf, -Greer)","United States","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay",1964
"Kathleen ""Kathy"" Ellis (-Landgraf, -Greer)","United States","Swimming","Swimming Women's 4 x 100 metres Medley Relay",1964
"Taylor Ellis-Watson","United States","Athletics","Athletics Women's 4 x 400 metres Relay",2016
"Adrian Charles Ellison","Great Britain","Rowing","Rowing Men's Coxed Fours",1984
"Amanda Elmore","United States","Rowing","Rowing Women's Coxed Eights",2016
"Brittany Joyce Elmslie","Australia","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay",2012
"Brittany Joyce Elmslie","Australia","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay",2016
"Paul Bert Elvstrm","Denmark","Sailing","Sailing Mixed One Person Dinghy",1948
"Paul Bert Elvstrm","Denmark","Sailing","Sailing Mixed One Person Dinghy",1952
"Paul Bert Elvstrm","Denmark","Sailing","Sailing Mixed One Person Dinghy",1956
"Paul Bert Elvstrm","Denmark","Sailing","Sailing Mixed One Person Dinghy",1960
"Emanuel Fernando Scheffler Rego","Brazil-1","Beach Volleyball","Beach Volleyball Men's Beach Volleyball",2004
"Carsten Embach","Germany-2","Bobsleigh","Bobsleigh Men's Four",2002
"John Emery","Canada-1","Bobsleigh","Bobsleigh Men's Four",1964
"Victor ""Vic"" Emery","Canada-1","Bobsleigh","Bobsleigh Men's Four",1964
"Max Philip Emmerich","United States","Gymnastics","Gymnastics Men's Individual All-Around, Field Sports",1904
"Lionel Charles Renwick Emmett","India","Hockey","Hockey Men's Hockey",1936
"Matthew D. ""Matt"" Emmons","United States","Shooting","Shooting Men's Small-Bore Rifle, Prone, 50 metres",2004
"Naho Emoto","Japan","Softball","Softball Women's Softball",2008
"Yuko Emoto","Japan","Judo","Judo Women's Half-Middleweight",1996
"Kornelia Ender (-Matthes, -Grummt)","East Germany","Swimming","Swimming Women's 100 metres Freestyle",1976
"Kornelia Ender (-Matthes, -Grummt)","East Germany","Swimming","Swimming Women's 200 metres Freestyle",1976
"Kornelia Ender (-Matthes, -Grummt)","East Germany","Swimming","Swimming Women's 100 metres Butterfly",1976
"Kornelia Ender (-Matthes, -Grummt)","East Germany","Swimming","Swimming Women's 4 x 100 metres Medley Relay",1976
"Ortrun Enderlein (-Zphel)","Germany","Luge","Luge Women's Singles",1964
"Yukio Endo","Japan","Gymnastics","Gymnastics Men's Team All-Around",1960
"Yukio Endo","Japan","Gymnastics","Gymnastics Men's Individual All-Around",1964
"Yukio Endo","Japan","Gymnastics","Gymnastics Men's Team All-Around",1964
"Yukio Endo","Japan","Gymnastics","Gymnastics Men's Parallel Bars",1964
"Yukio Endo","Japan","Gymnastics","Gymnastics Men's Team All-Around",1968
"Felix Endrich","Switzerland-2","Bobsleigh","Bobsleigh Men's Two",1948
"Everard Coenraad Endt","Llanoria","Sailing","Sailing Mixed 6 metres",1952
"Istvn nekes","Hungary","Boxing","Boxing Men's Flyweight",1932
"Toralf Engan","Norway","Ski Jumping","Ski Jumping Men's Large Hill, Individual",1964
"Helene Engelmann (-Jaroschka)","Austria","Figure Skating","Figure Skating Mixed Pairs",1924
"Alfred Bertran Engelsen","Norway","Gymnastics","Gymnastics Men's Team All-Around, Free System",1912
"Barbra Mette Stockfleth ""Babben"" Enger-Damon","Norway","Cross Country Skiing","Cross Country Skiing Women's 3 x 5 kilometres Relay",1968
"Vladimir Engibaryan","Soviet Union","Boxing","Boxing Men's Light-Welterweight",1956
"Sarah English","Zimbabwe","Hockey","Hockey Women's Hockey",1980
"Karin Enke-Kania (-Busch-, -Richter)","East Germany","Speed Skating","Speed Skating Women's 500 metres",1980
"Karin Enke-Kania (-Busch-, -Richter)","East Germany","Speed Skating","Speed Skating Women's 1,000 metres",1984
"Karin Enke-Kania (-Busch-, -Richter)","East Germany","Speed Skating","Speed Skating Women's 1,500 metres",1984
"Enkhbatyn Badar-Uugan","Mongolia","Boxing","Boxing Men's Bantamweight",2008
"Jessica Phyllis Ennis-Hill","Great Britain","Athletics","Athletics Women's Heptathlon",2012
"Paul N. Enquist","United States","Rowing","Rowing Men's Double Sculls",1984
"Adam Enright","Canada","Curling","Curling Men's Curling",2010
"Jorge Enrquez Garca","Mexico","Football","Football Men's Football",2012
"Michel Enrquez Tamayo","Cuba","Baseball","Baseball Men's Baseball",2004
"Jol Dieudonn Martin Epalle Newaka","Cameroon","Football","Football Men's Football",2000
"Emilija Eri","Yugoslavia","Handball","Handball Women's Handball",1984
"Jakob Erckrath de Bary","Germany","Fencing","Fencing Men's Sabre, Team",1906
"Sndor Erds","Hungary","Fencing","Fencing Men's epee, Team",1972
"Alexandra Georgiana Maria Eremia","Romania","Gymnastics","Gymnastics Women's Team All-Around",2004
"Paul Ereng","Kenya","Athletics","Athletics Men's 800 metres",1988
"Carl Alfred Erhardt","Great Britain","Ice Hockey","Ice Hockey Men's Ice Hockey",1936
"Claus Erhorn","West Germany","Equestrianism","Equestrianism Mixed Three-Day Event, Team",1988
"Karl Fredrik ""Charles"" Ericksen","Norway","Wrestling","Wrestling Men's Welterweight, Freestyle",1904
"Steven Richard ""Steve"" Erickson","United States","Sailing","Sailing Mixed Two Person Keelboat",1984
"John Filip Ericson","Kitty-1","Sailing","Sailing Mixed 10 metres",1912
"Johan Sigvard Ericsson","Sweden","Speed Skating","Speed Skating Men's 10,000 metres",1956
"Sture Henrik Ericsson (-Ewrus)","Sweden","Gymnastics","Gymnastics Men's Team All-Around, Swedish System",1920
"Harald Andreas Eriksen","Norway","Gymnastics","Gymnastics Men's Team All-Around",1906
"Stein Eriksen","Norway","Alpine Skiing","Alpine Skiing Men's Giant Slalom",1952
"Krng Erik Gunnar Eriksson","Sweden","Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay",1948
"Knut Henry Eriksson","Sweden","Athletics","Athletics Men's 1,500 metres",1948
"Axel Mauritz Eriksson","Sweden","Shooting","Shooting Men's Free Rifle, Three Positions, 300 metres, Team",1912
"Niklas Urban Eriksson","Sweden","Ice Hockey","Ice Hockey Men's Ice Hockey",1994
"Yaar Erkan","Turkey","Wrestling","Wrestling Men's Featherweight, Greco-Roman",1936
"August Casimir ""Gus"" Erker","Century Boat Club-1","Rowing","Rowing Men's Coxless Fours",1904
"Philippe Ermenault","France","Cycling","Cycling Men's Team Pursuit, 4,000 metres",1996
"Nadine Ernsting-Krienke","Germany","Hockey","Hockey Women's Hockey",2004
"Arianna Errigo","Italy","Fencing","Fencing Women's Foil, Team",2012
"Michael Anthony ""Mike"" Eruzione","United States","Ice Hockey","Ice Hockey Men's Ice Hockey",1980
"Anthony Lee Ervin","United States","Swimming","Swimming Men's 50 metres Freestyle",2000
"Anthony Lee Ervin","United States","Swimming","Swimming Men's 50 metres Freestyle",2016
"Anthony Lee Ervin","United States","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay",2016
"Srgio ""Escadinha"" Dutra dos Santos","Brazil","Volleyball","Volleyball Men's Volleyball",2004
"Srgio ""Escadinha"" Dutra dos Santos","Brazil","Volleyball","Volleyball Men's Volleyball",2016
"Jrgen Eschert","Germany","Canoeing","Canoeing Men's Canadian Singles, 1,000 metres",1964
"Odyssevs Eskitzoglou","Nirefs","Sailing","Sailing Mixed Three Person Keelboat",1960
"Robert Esmie","Canada","Athletics","Athletics Men's 4 x 100 metres Relay",1996
"Gro Espeseth","Norway","Football","Football Women's Football",2000
"Mara del Rosario Espinoza Espinoza","Mexico","Taekwondo","Taekwondo Women's Heavyweight",2008
"Chloe Esposito","Australia","Modern Pentathlon","Modern Pentathlon Women's Individual",2016
"Caldwell Blackman Esselstyn","United States","Rowing","Rowing Men's Coxed Eights",1956
"Roswitha Esser","Germany","Canoeing","Canoeing Women's Kayak Doubles, 500 metres",1964
"Roswitha Esser","West Germany","Canoeing","Canoeing Women's Kayak Doubles, 500 metres",1968
"Tony Estanguet","France","Canoeing","Canoeing Men's Canadian Singles, Slalom",2000
"Tony Estanguet","France","Canoeing","Canoeing Men's Canadian Singles, Slalom",2004
"Tony Estanguet","France","Canoeing","Canoeing Men's Canadian Singles, Slalom",2012
